Unnamed: 0,tweet
520,"RT @anniegowen: “Trump’s company is literally selling access to the president’s son overseas."" Trump Jr. heads to India, mixing business an…"
522,"RT @ndtv: India’s best English News Channel, NDTV 24x7, has a brand new primetime line-up, starting today

Watch live here https://t.co/hMl…"
524,"RT @jigneshmevani80: Is this a way to detain an elected MLA ? If a legislator is in this condition, then think about any dalit's situation…"
526,RT @aljwhite: This is one of the most terrifying things I’ve seen in all my life https://t.co/Yp9xlhdKC9
528,RT @Suparna_Singh: Read @PrannoyRoyNDTV letter to @PMOIndia here.  Sent today. https://t.co/7CmsznSfdG
530,"RT @karunanundy: In complete solidarity with @sagarikaghose and @sardesairajdeep , the viciousness of many bhakts is unprecedented in India…"
532,"RT @ndtv: NDTV 24X7 wins Best English News Channel at ENBA Awards  

#TrustIsEarned https://t.co/JFJw3qNMyE"
534,"RT @SudheenKulkarni: 'PM #Modi Needs Education On #Patel, #Partition And #Kashmir'

My article on @ndtv.

I welcome #BJP and Sangh... https…"
536,"RT @free_thinker: Prashant P. Umrao: Unmasking a one-man hate factory

https://t.co/y36C79aP97"
538,"RT @ashwinravi99: Public figures will endure hatred on social media, and there will be ppl who won't like me and criticise me, but one thin…"
540,RT @AunindyoC: No.1 where it matters. https://t.co/guWr9D6LLr
542,"RT @Suparna_Singh: Dorab Sopariwala ends #budget18 coverage with @PrannoyRoyNDTV with this sobering point:  “without education and jobs, th…"
544,"RT @dhume: If you’re a @madhukishwar fan like me, you will appreciate this lovingly compiled collection of her greatest hits. v @samjawed65…"
546,"RT @arvindsubraman: It’s THAT time of the year. Coming Monday, January 29 afternoon, this year’s Economic Survey of India to be tabled in p…"
548,"RT @kiranshaw: ""Darwin Wrong, Nobody Saw Ape Turn Into Human"": Junior Education Minister - this is not just an embarrassment but an insult…"
550,RT @ShekharGupta: EC’s move on AAP MLAs’ disqualification is inexplicable &amp; made in a haste bordering on the obscene. Even if it’s a gift t…
552,RT @soniandtv: This tweet made my morning https://t.co/l24Cuin2Nf
554,RT @Suparna_Singh: https://t.co/mJWD9pc9h9
556,RT @JohnnyAmitoj: More than 35 people died. https://t.co/lBmHZaTkuU
558,RT @anandmahindra: This is the India I can’t understand. The India of the new Rakshasas: ‘Trollakshasas’ An India that keeps dividing itsel…
560,RT @baxiabhishek: The #TrustIsEarned campaign by NDTV gives goosebumps... Exemplary showcases of journalism (a relic of the past?). Thank y…
562,RT @Nidhi: The documentary shown in this clip from POK was runner up at the Asian TV awards. I was also blacklisted from Pakistan for many…
564,"RT @ndtv: Journalism for social change: Our #NoVIP Campaign

#TrustIsEarned https://t.co/oE2T9kJzta"
566,"RT @ndtv: Journalism without fear: Reporting from the frontline - our #HamasExpose

#TrustIsEarned https://t.co/1kMEqD0RBA"
568,RT @soniandtv: #TrustIsEarned https://t.co/r7ahZQdWpI
570,RT @amitabhk87: Amazing! With 150 cr gigabytes per month of mobile data consumption India is now world’s no 1 mobile data consuming country…
572,"RT @ndtv: Journalism in line of fire: Reporting from Panchkula - violence after Ram Rahim rape verdict

#TrustIsEarned https://t.co/73FklQQ…"
574,"RT @ndtv: Journalism in national interest: NDTV asks honest questions that reveal the truth #AgraTalks 

#TrustIsEarned https://t.co/0AovGu…"
576,"RT @ndtv: Journalism for Tomorrow: NDTV's campaign to protect the future of our national animal - Save Our Tigers
 
#TrustIsEarned https://…"
578,RT @dikshabasu: my father @kaushikcbasu has taught me not to praise a loved one in public but today everyone else did it for me (and I'm we…
580,"RT @Ram_Guha: Jawaharlal Nehru, 2 October 1951 (Gandhi Jayanti):  ""If any person raises his hand to strike down another on the ground of re…"
582,RT @sidpatankar: Getting ready! Big day! SVP #cnbawards #BIC https://t.co/NK3cmPcqkP
584,RT @ndtv: Told PM Narendra Modi privately that country shouldn't be divided on religious lines: Barack Obama https://t.co/mTH9Ula4N2 https:…
586,RT @bhogleharsha: 300 wickets in 54 tests is a colossal achievement for @ashwinravi99. It makes him worthy of being called a modern great.
588,RT @kiranshaw: Tks for your kind words @SadhguruJV https://t.co/q3MmhuPbgN
590,"RT @sidpatankar: ""War"" against NDTV group motivated because of Gujarat 2002 riots coverage: Journalist N Ram https://t.co/TJsGOdnMqC"
592,"RT @Sonal_MK: No NE, Don’t Worry! Sans editor, sans writer.... Woman power rocking back-to-back morning bulletins on NDTV24X7  #JournoDiari…"
594,"RT @CatchNews: Ganesh Saili offers insights into the region, its history, the resilience and sheer simplicity of its people https://t.co/TE…"
596,RT @kiranshaw: Why were A/c hospitals not spared the 28% GST axe?  Shows how low priority healthcare is in our country @arunjaitley
598,"RT @Suparna_Singh: Strongest Q2 ever from @NDTV Convergence, record revenue streak continues https://t.co/okNxnkzRA4"
600,"सुपर 30 मामले में आज दायर होगी जनहित याचिका, बिहार सरकार को भी बनाया पार्टी  https://t.co/tzxKKYupwQ"
602,"RT @IndiaToday: A poem in stone that once fulfilled an emperor's fantasy of love, glory &amp; magnificence is fighting a battle for survival in…"
604,"Three exposes that shook up three sessions of Parliament. Real reportage, real impact. None of India’s news factori… https://t.co/OSmCbEVBQq"
606,https://t.co/91zxUMWrQK
608,"गुस्से वाले हनुमान' के बाद अब 'दाढ़ी वाले राम'

https://t.co/4w0WDkurHr

@kunduchayan @aajtak"
610,I love stories where hope wins. A rag picker’s son in MP cracked the AIIMS test in his first attempt. @delayedjab r… https://t.co/7uYZW8B5MF
612,For those wondering why @narendramodi is focusing so much on @INCIndia — @BJP4India hope is to turn 2019 into a con… https://t.co/RiwOnjijl9
614,Now @ianuragthakur also also quotes @IndiaToday interview with @EmmanuelMacron Alleges @RahulGandhi lied to the nat… https://t.co/smvjH61CvQ
616,Pop quiz: ‘Pappu’ pass ho gaya? Earthquake aaya?
618,The wink after the hug. A debater pleased with his stunt. https://t.co/VZUxrpVf7c
620,Now @nsitharaman refers to @IndiaToday interview with @EmmanuelMacron while replying to @RahulGandhi charges about… https://t.co/chCVrFIuhi
622,"@waglenikhil Dude I’m doing my job. If you were slightly less biased, you would too. But that’s probably too much to expect from you."
624,Amazing use of drone technology. Drone helps find a climber presumed dead on world's 12th largest mountain.… https://t.co/ANK0XHlTNx
626,Splash in @mail_today this morning. Sister and lawyer of Augusta middleman Christen Michel allege he’s being put un… https://t.co/iFu5YAftNz
628,"RT @MunnishPuri: You are one of the most courteous TV Anchors, @rahulkanwal It’s a tremendously powerful trait! ✨ @IndiaToday #GlobalTVAnch…"
630,"RT @IndiaToday: The investigative agencies have not been able to achieve anything, says @ShivAroor on biggest Agusta twist
#NEWSROOM 
Live:…"
632,RT @IndiaToday: Middleman Christian Michel's sister drops 'Sonia bomb' in Agusta scam case. Watch #NEWSROOM debate with @rahulkanwa… https:…
634,"In the midst of the doom and gloom in Kashmir, a heartwarming story of a wheelchair bound basketball team. Salute t… https://t.co/a5pRVV1Ev7"
636,Link to the @IndiaToday story on the twist in the Augusta Westland Scam. https://t.co/5NAnAR3umU Christen Michel’s… https://t.co/GEf8XGTZLa
638,वायरल टेस्ट: भगवान जगन्नाथ की रथयात्रा को लेकर गलती पर कांग्रेस की किरकिरी - https://t.co/DsfftEudNp @aajtak
640,"In the midst of all the gloom &amp; doom that envelops Kashmir, very glad that @IndiaToday correspondent @ShujaUH keeps… https://t.co/zPXkuObYpr"
642,"वसुंधरा सरकार को आबादी घटने का डर, अब 2 बच्चे नहीं रहे अच्छे   https://t.co/wcxjTUjB0J @aajtak"
644,"पश्चिम बंगाल सिंडीकेट राज :  TMC नेताओं ने कैमरे पर कबूला, ‘वसूली के पैसे का 75% पार्टी फंड में जमा कराने का है फर… https://t.co/XSqwzeXyiJ"
646,"RT @IndiaToday: TMC leaders caught on camera asking for money. Watch this report by @iindrojit 
#NEWSROOM
Watch LIVE at https://t.co/4fqxBV…"
648,"RT @IndiaToday: US designated terrorist backs Imran Khan's PTI. Watch this report!
#NEWSROOM
Watch LIVE at https://t.co/4fqxBVUizL https://…"
650,Coming up at 10:30 pm on @IndiaToday Senior Jharkhand Minister accuses Swami Agnivesh of staging his own thrashing… https://t.co/pUOX86jD5s
652,Getting set for the Newsroom. @indiatoday https://t.co/H7VeQE52nG
654,#OperationVitaminC impact. CEO of MSY Medical College in UP’s Meerut is fired after being exposed by @IndiaToday SI… https://t.co/CRemLiVBIo
656,"RT @iamrana: Just finished a show on #SaveTheTaj campaign started by @IndiaToday 
Excellent initiative and discussion.
It was live so hopef…"
658,There are things I don’t understand. Healthcare in Bihar is abysmal. If there is a proposal to set up a new AIIMS i… https://t.co/ojaMxipRgK
660,Activists rue proposed amendments in the RTI Act. @Rahulshrivstv has the details. https://t.co/hSAHmqeKPx @IndiaToday
662,Splash in @mail_today this morning. @IndiaToday expose #OperationVitaminC The big medical college admission scam. H… https://t.co/wA3sTQLr9r
664,"RT @IndiaToday: India Today exposes corruption in medical colleges. Watch the  #NEWSROOM with @RahulKanwal.
#OperationVitaminC
Watch the fu…"
666,RT @IndiaToday: Will a new law be enough to stop incidents of lynching?  Watch #NEWSROOM with @rahulkanwal  #ITLivestream https://t.co/xtjZ…
668,Didn’t get enough marks to qualify through the NEET exam? Pop some Vitamin C say medical colleges. @IndiaToday expo… https://t.co/TtIdzZYI6a
670,The @IndiaToday SIT is back with a powerful expose on how medical colleges are violating NEET norms by demanding he… https://t.co/6p7ji5aDGG
672,He crossed the Line of Control to become a terrorist. He’s ended up on Coke Studio. @ashraf_wani reports from the v… https://t.co/o5tq0eUZZ6
674,"नोटबंदी में कर्मचारियों से जमकर कराया था काम, अब SBI वापस मांग रही ओवरटाइम का पैसा

https://t.co/riHBy7Y5iO

@Rahulshrivstv @aajtak"
676,"RT @IndiaToday: All out war over 'Muslim Dhari' RaGa. But did @RahulGandhi actually say that Congress is a Muslim party? @amitmalviya, @pri…"
678,"BSP का दांव- पार्टी ने लिया 2019 में मायावती को पीएम बनाने का संकल्प
https://t.co/9TxKMzN7yA
@abhishek6164"
680,Here’s the link to Sanjay Dutt’s first interview on all the controversies around his biopic Sanju where he hits bac… https://t.co/qnRK8Nub7b
682,वायरल टेस्ट: क्या है किसानों पर फायर करती पुलिस के वीडियो की सच्चाई. https://t.co/jFwBfvHeF3 सोशल मीडिया पर एक वीडि… https://t.co/uYAMkoouRM
684,So which Indian neta lost how many followers after @Twitter started its big purge. https://t.co/ZHUwUPb6A7 https://t.co/mdKlKL8m4m
686,"RT @IndiaToday: .@RehamKhan1: Imran had an affair with a 70s Bollywood superstar
#NEWSROOM 
Live: https://t.co/4fqxBVUizL https://t.co/GZt1…"
688,"RT @IndiaToday: Imran had sexual relations with other men, says @RehamKhan1 
#NEWSROOM 
Live: https://t.co/4fqxBVUizL https://t.co/ypbdXAf6…"
690,Is poll strategist Prashant Kishore back with the BJP? Here @meetujain has pulled out details of how he’s been meet… https://t.co/IGl3Y5EBNz
692,"RT @IndiaToday: Former wife Reham Khan's revelations stump Imran Khan
Watch the #Exclusive interview on #NEWSROOM 
Live: https://t.co/4fqxB…"
694,"RT @IndiaToday: #NEWSROOM Love him or hate him, Sanjay Duitt is ubiquitous in India's heart and mind. Watch him open his heart in a talk wi…"
696,"जाकिर नाईक पर मलेशिया सरकार में फूट, कैबिनेट मंत्री बोले इसे भारत क्यों नहीं भेजते
https://t.co/Z1FVve7TO1
@Geeta_Mohan"
698,Double agent who aided in terror strike on Nagrota Camp in Jammu was lavished with rewards https://t.co/2EchiNDkJ8 @kamaljitsandhu
700,"‘मिशनरीज ऑफ चैरिटी’ में ढंग से नहीं रखा गया रिकॉर्ड, जन्मे 110 बच्चों में से 52 की ही दी सूचना

https://t.co/jSIfaMqE3Q

@Iindrojit"
702,"RT @IndiaToday: Ranbir is a very fine actor and the way he has portrayed the character is unbelievable: @duttsanjay tells @rahulkanwal 
#NE…"
704,"RT @IndiaToday: The real 'Sanju' breaks his silence, in an explosive interview with @rahulkanwal. #NEWSROOM #ITLivestream https://t.co/vnd4…"
706,"‘मिशनरीज ऑफ चैरिटी’ में ढंग से नहीं रखा गया रिकॉर्ड, जन्मे 110 बच्चों में से 52 की ही दी सूचना

https://t.co/jSIfaMqE3Q

@Iindrojit"
708,"RT @Showbiz_IT: #SanjayDutt tells @rahulkanwal that #Sanju does not whitewash his image: I have told the truth, India has accepted it | htt…"
710,If you ask me so many questions about my past life I will start crying says Sanjay Dutt. There are few stars who’s… https://t.co/q3wrE8Xy2P
712,MN Singh is a renowned police officer. I’m surprised he would make a foolish statement like this hollers Sanjay Dut… https://t.co/zafxu0FdMh
714,I’m very likeable says Sanjay Dutt when I ask him if Sanju is an attempt to portray Sanjay Dutt in favourable light… https://t.co/OsRFU6AW2u
716,Sanjay Dutt takes a pot shot at Ranbir Kapoor for claiming that he’s dated only 10 girls. ‘Ranbir’s score is a lot… https://t.co/76uzHeUR1f
718,"इस डॉक्टर की जांच से मिले थे ‘मिशनरीज ऑफ चैरिटी’ से जुड़ी संस्था में गड़बड़ी के संकेत, उल्टे मिली सजा

https://t.co/Aca8XgVaqv

@Iindrojit"
720,There’s a video going viral which suggests that the Communist government in Kerala is razing Hindu temples.… https://t.co/oXJqoZ0NCP
722,"RT @IndiaToday: #BabiesOnSale scandal just got bigger. Watch this report by @iindrojit and Dharamveer Sinha
#NEWSROOM
Watch LIVE at https:/…"
724,RT @IndiaToday: How were babies being sold at Mother Teresa's charity? Watch #NEWSROOM with @rahulkanwal. #ITLivestream https://t.co/n6yQLC…
726,"As the child selling racket at the Missionaries of Charity explodes, we ask is there a need for a deeper probe agai… https://t.co/zfANHg0UeT"
728,"Doff my dry hat to our fabulous reporting team in Mumbai. Braving the heavy rain, reporting on all the mayhem, whil… https://t.co/3KxjVEYmUT"
730,"RT @IndiaToday: India Today exposes clerics in UP, Delhi
Muslim clerics, scholars offer one night stands, charge 20,000-1 lakh for nikah ha…"
732,"पर्यावरण सुरक्षा की रडार पर अभिनेता सलमान खान का फार्म हाउस

https://t.co/14kd6etd5v

@mustafashk

@kamleshsutar @aajtak"
734,RT @aajtak: आजतक पहला भारतीय चैनल है जो थाईलैंड के चिआंग राय प्रांत पहुंचा है जहां थाम लुआंग गुफा में 12 बच्चे और उनके फुटबॉल कोच फंसे हुए…
736,On Newsroom at 10 pm an @IndiaToday SIT expose on former Ranji trophy platers who are running an illegal immigratio… https://t.co/rRmwNljCoD
738,A group of Muslins were protesting against harassment but the video was sliced in a way to make it seem that they w… https://t.co/JSHPErnNmm
740,Yesterday some of our competitors were screaming that Zakir Naik had been caught and was being sent back to India.… https://t.co/rfRbuu1PnN
742,Pathetic. @IndiaToday Pakistan correspondent @hamzaameer74 writes about how terror mastermind Hafiz Saeed has a fre… https://t.co/W8pCmcHi58
744,"RT @IndiaToday: Whatsapp announces steps to fight the menace of fake news, but will it be enough? @DilliDurAst, @nixxin, Jiten Jain &amp; @vini…"
746,"RT @IndiaToday: Why is the Ganga dirtier than ever before? 
Watch #NEWSROOM with @rahulkanwal https://t.co/8ADE1B5Ntg"
748,"Exclusive: डूब रहा ‘नमामि गंगे’, ‘पवित्र’ नदी को जहरीले कचरे से मुक्ति नहीं

https://t.co/funNt3UqAN

@ashoupadhyay"
750,"Govt finally wakes up to the menace of mob lynchings sparked by fake news on @WhatsApp @rsprasad talks tough, asks… https://t.co/5vMnk08Xx5"
752,"RT @IndiaToday: #SushmaVsTrolls
We need to look at cyber norms being modified, that is the only solution: @ShainaNC 
#NEWSROOM 
Watch LIVE…"
754,Cleaning the Ganga is a pet project for the Govt. Thousands of crores of rupees have been spent. We put in a RTI to… https://t.co/XbgNIEFYhZ
756,RT @DailyO_: We've all been #ChandNawabs: A TV reporter's real-time goofs and gaffes | @mausamii2u | https://t.co/Tnj9O3N2lI https://t.co/6…
758,Say it like it is. Lynchistan. Fixing fake news forwards has to be a national priority. Can’t be passed off as comp… https://t.co/nvgoZaN86X
760,"The @IndiaToday Fact-Check desk speaks to locals, cops &amp; mental health doctors in the recent mob lynching cases to… https://t.co/2L89pzyGqB"
762,"RT @IndiaToday: #Lynchistan
Why are tech companies not doing anything to curb fake news, asks cyber security expert Jiten Jain 
#NEWSROOM
W…"
764,"RT @IndiaToday: India turning into lynchistan? Here is what Psychiatrist Dr Deepek Raheja has to say. 
#NEWSROOM
Watch LIVE at https://t.co…"
766,On Newsroom tonight an in-depth investigation and debate on the fake videos that are fuelling the spree of mob lync… https://t.co/v7L9iF2Xo6
768,RT @shwetapunj: @IndiaToday fact check team finds that @rashtrapatibhvn was not indeed harassed by Pandits at Puri. The story can be traced…
770,@HindolSengupta Thank you. Sent you a mail. Do take a look at your convenience.
772,"RT @IndiaToday: Real estate bodies failing home buyers?
India Today exposes realty's shocking reality.
#NEWSROOM LIVE https://t.co/4fqxBVUi…"
774,What’s the point of creating a regulator for the real estate sector if the Govt can’t ensure builders listen to RER… https://t.co/Yiw0EWpDaQ
776,RT @jessica_roy: I was pulling photos from the shooting today and found this one: two of the @capgaznews journalists working on tomorrow's…
778,RT @bala3047: Is India really the worst country in the world for women as claimed #ThomsonReutersFoundation? Not really ! https://t.co/9Zrx…
780,@priyaramani :)
782,Our fact check desk reached out to someone who was part of Thomson Reuters study which found India to be ‘unsafest… https://t.co/lWSx7piRJu
784,@ikaveri Where is this?
786,RT @IndiaToday: Watch ‘The Emergency Roundtable’ in the #NEWSROOM with @rahulkanwal  #ITLivestream https://t.co/ulwXmFg2Ph
788,Colleague @ashoupadhyay who leads @IndiaToday Research &amp; RTI desk got this interesting reply on the status of the A… https://t.co/450UwEvg2a
790,"RT @IndiaToday: Right-wing trolls a Frankenstein's monster gone berserk?
Watch full show with @rahulkanwal : https://t.co/2MJTuotxq9
#NewsR…"
792,"RT @IndiaToday: Why can't the houses be build around the trees? why there is a need to cut trees? asks Vimlendu Jha, Environmentalist 
Watc…"
794,"RT @IndiaToday: Delhi will be a choked city if we don't have trees, says @vimlendu
Watch #NEWSROOM live: https://t.co/4fqxBVUizL https://t.…"
796,On Newsroom at 10 PM Are right-wing trolls a Frankenstein monster that’s now out of control? Why is BJP not acting… https://t.co/BaP9abxMnT
798,"RT @IndiaToday: Preparation at full swing for Amarnath Yatra. @sudhiranjansen brings you this report from ground zero. #TVideo
https://t.co…"
800,"Watch our special show on statewide violence, arson due to #Maratha reservation stir, Tonight at 10 @indiatvnews https://t.co/1N8QGBEbGE"
802,Watch videos of natural calamities occurring in different parts of the world. Tonight at 8 @indiatvnews https://t.co/WMN9gCrCTR
804,"Mr Gautam Gambhir, current player will be special invitee to the Committee. The  Cricket Committee is authorised to… https://t.co/WsJXuorllN"
806,I am pleased to share with you the constitution of Cricket Committee as per the recommendations made by the Lodha C… https://t.co/ucLbUdgsRQ
808,"Why @INCIndia chief @RahulGandhi described lynching of #Rakbar as ""brutal""? 
Why MIM chief @asadowaisi used the ter… https://t.co/RhEpGLIf4W"
810,RT @arunjaitley: The Congress Party and the Fake Issue of Rafale https://t.co/M4vMxDFCTI
812,Greetings to veteran Bollywood actor #manojkumar on his 81st birthday. May God bestow on him long life and happines… https://t.co/2VmnNEgTqp
814,"देखिए , मौत के सौदागर - एक सनसनीखेज़ तहक़ीक़ात , आज रात 10 बजे इंडिया टीवी पर @indiatvnews https://t.co/FhKbuffvK5"
816,What a special show on natural calamities across the world Tonight at 8 @indiatvnews https://t.co/5rNNmPWhEG
818,The nation salutes the great revolutionary #ChandraShekharAzad on his birth anniversary. महान क्रान्तिकारी चन्द्रशे… https://t.co/VBw46nK6Xr
820,"Watch a special show on 102 jawans martyred in Himalayan snow 50 years ago. Tonight at 9.30 @indiatvnews
देखिए, बर्… https://t.co/nWKMvtGiw9"
822,"Watch a special show on a train plying through flood water Tonight at 8 @indiatvnews
देखिए, समंदर एक्सप्रेस में कै… https://t.co/ugsHkxmqNu"
824,".@Dev_Fadnavis  Many Happy Returns Of The Day, Devendra Fadnavis Ji. ईश्वर आपको हमेशा स्वस्थ रखें और आपके जीवन में सुख, समृद्धि रहे."
826,"Watch a special show on PM @narendramodi 's strategy for 2019 LS polls. Tonight at 9 @indiatvnews
देखिए अविश्वास से… https://t.co/dczs6WspDq"
828,Bollywood actress Alia Bhatt @aliaa08 on her 'relationship' with Ranbir Kapoor @ranbirrk Watch #AapKiAdalat Tonight… https://t.co/GD1JjkBn5j
830,"Did @INCIndia chief @RahulGandhi make a blunder on #Rafale deal?
PM @narendramodi gets ready to reply to… https://t.co/cDky83wMqc"
832,"On public demand, watch Bollywood actress Alia Bhatt @aliaa08 in #AapKiAdalat Tomorrow Saturday night at 10… https://t.co/gBV3IHlLlw"
834,"Remembering the late actor #RajendraKumar. He was #Bollywood’s ‘Jubilee Kumar’, who had a string of silver jubilee… https://t.co/4oCik6P0PB"
836,"Why @ShivSena declared support for @narendramodi ahead of #NoConfidence vote in Lok Sabha, 
@BJP4India leaders awai… https://t.co/VwVq8wcldW"
838,No-confidence motion in LS will test Opposition unity https://t.co/y43GOCouOS
840,"Who will benefit from no-confidence motion against @narendramodi ?
Congress MP @ShashiTharoor 's remarks on Taliban… https://t.co/XJAxr5wz0m"
842,Watch our special show on floods in #India tonight at 8 @indiatvnews https://t.co/iQbapZ0O3c
844,"Watch how @priyankachopra sang the catchy ‘Darling’ song with the audience in #AapKiAdalat. Happy birthday, Priyank… https://t.co/k2VtM2jokY"
846,Many Happy Returns Of The Day @priyankachopra May you scale new heights of success in the years to come. You’d once… https://t.co/nRbAeoCeMk
848,"‘मैं दिल पर हाथ रख कर क़सम खाता हूं कि मैं यहां जो भी कहूंगा, सच कहूंगा‘ – स्वर्गीय #राजेशखन्ना ने नब्बे के दशक में… https://t.co/5m6s8gfPtV"
850,"Law Minister @rsprasad offers 'New Deal' to @INCIndia chief @RahulGandhi 
SC asks #Parliament to frame new law to c… https://t.co/hS4a6jAmxe"
852,Why Congress is on the defensive over Rahul’s ‘Muslim’ party remark https://t.co/y43GOCouOS
854,"Why PM @narendramodi said he was happy to see @MamataOfficial posters in #Bengal
What PM Modi told #SPG after watch… https://t.co/7QLf84pLcj"
856,RT @arunjaitley: Is the Karnataka a Preview of what the Congress and the Federal Front Promise for the Future?  https://t.co/BziYyOADN7
858,"Exclusive: Nearly 15 lakh candidates applied for 13,000 posts of police constables in #Rajasthan 

Watch our Specia… https://t.co/lHc6Acwuur"
860,Former Jammu and #Kashmir CM @MehboobaMufti saying in #AapKiAdalat why she did not act against Jamaat-e-Islami Toni… https://t.co/j5vDfriEgb
862,"हिन्दुस्तान में तालिबान का चोर दरवाज़ा, सबसे बड़ी पड़ताल, देखिए आज रात 9 बजे इंडिया टीवी पर @indiatvnews https://t.co/Ds4aeACmkA"
864,"On public demand, watch @MehboobaMufti grilled in #AapKiAdalat Tonight at 10 @indiatvnews 
महबूबा मुफ्ती 'आप की अदा… https://t.co/V87FUEakv6"
866,RT @Parveen40119952: @RajatSharmaLive  https://t.co/wlpwIXTd0W
868,Wishing you all the best on the occasion of #RathYatra2018  ईश्वर से प्रार्थना है कि वे जगन्नाथजी की रथयात्रा के पा… https://t.co/iJHCdhJ4im
870,"Watch a special show on Prime Minister @narendramodi 's #Azamgarh visit tomorrow. Tonight at 10 @indiatvnews 
देखिए… https://t.co/lhEQSzjX53"
872,RT @arunjaitley: The Congress Gave Slogans to Rural India – Prime Minister Modi Gave Resources https://t.co/tm4uK5HvAp
874,"Why @INCIndia Congress distanced itself from MP @ShashiTharoor 's 'Hindu Pakistan' remarks, 
BJP chief @AmitShah ch… https://t.co/E0xEiMRTsd"
876,"RT @arunjaitley: Sharing my speech at the 37th Foundation Day celebrations of NABARD, 12 July 2018 https://t.co/0ZnOjIj1F1"
878,Parliament must pass law to ban triple talaq https://t.co/y43GOCouOS
880,"Watch a special show on how school children are being forced to go to school facing serious hazards, Tonight at 10… https://t.co/5Vi8P76NE4"
882,"Watch a special show on #Burari deaths in #Delhi Tonight at 8 @indiatvnews
बुराड़ी कांड के मोक्ष गुरु का खुलासा, दे… https://t.co/NSWf3TRCyc"
884,"Many Happy Returns Of The Day, @sureshpprabhu Ji. May God bestow his blessings on you for a good health and long life."
886,"Life defeats death after heroic rescue inside a cave to rescue footballers in #Thailand 
Normal life crippled in… https://t.co/bt3QO8HcAF"
888,The sordid murder of a dreaded gangster inside a UP jail https://t.co/y43GOCouOS
890,"राजनाथ सिंह जी @rajnathsingh को उनके जन्मदिन पर बधाई. आप हमेशा की तरह स्वस्थ और प्रसन्न रहें, यही ईश्वर से कामना है… https://t.co/mCPqIcEqPO"
892,"Mystery surrounds murder of dreaded gangster #MunnaBajrangi in UP's #Baghpat prison, 
Controversy over Muslims Pers… https://t.co/R2ISp89X1w"
894,RT @indiatvnews: Exclusive | @ImRo45 can't stay away from big knocks for long: @SGanguly99 to @indiatvnews https://t.co/A2eO2XfVMS
896,"One of the great #Bollywood film directors, the late #GuruDutt (Vasantkumar Padukone) was an icon of his times. I o… https://t.co/k2y35nNT9k"
898,".@SGanguly99 Many Happy Returns Of The Day, Sourav Ganguly. Wishing you the best of health, wellness and prosperity… https://t.co/7MHXG8KyuZ"
900,What Mehbooba Mufti said in ‘Aap Ki Adalat’ https://t.co/y43GOCouOS
902,मोक्ष के महाठग - देखिए आज रात 8 बजे इंडिया टीवी पर @indiatvnews https://t.co/jw1FCqbjLL
904,"'Unilateral ceasefire was not meant for militants, it was meant for our own people. There was 70 per cent improveme… https://t.co/ShAW4An9lG"
906,.@msdhoni Many Happy Returns Of The Day. Wishing you a happy and prosperous life. https://t.co/HdeIEpPsj7
908,"""Terrorists entered our security force camps and attacked. Shujaat Bukhari was an easy target. ..To stop mayhem in… https://t.co/LANjhVbwUg"
910,"Former J&amp;K CM @MehboobaMufti describes speculations about alliance with @INCIndia as 'baseless' in #AapKiAdalat
Wes… https://t.co/sWUdgNyv6Y"
912,Vijay Mallya is fighting a losing battle in UK https://t.co/y43GOCouOS
914,Watch a special show on the House of Horrors in #Burari #Delhi Tonight at 8 @indiatvnews https://t.co/4wER1rFeyW
916,"Why #UK High Court ordered confiscation of properties of @TheVijayMallya ?
@ArvindKejriwal threatens prosecution of… https://t.co/NvyJZpmTEw"
918,Watch our special show on the mystery about the death of 11 members of a family in #Burari #Delhi Tonight at 8… https://t.co/BL3QrWaGMe
920,"RT @arunjaitley: What the Supreme Court has actually observed
in the Delhi Government case? https://t.co/ab3NXiT5sb"
922,Was there a killer's hand behind the death of 11 members of Bhatia family in the House of Horrors in #Burari #Delhi… https://t.co/MQdOPQ5cRt
924,Mumbai overbridge collapse was a mishap waiting to happen https://t.co/6SJ52lT6p3 via @rajatsharmalive
926,Watch a special show on a spate of mishaps during #mumbairains today Tonight at 10 @indiatvnews https://t.co/fH8EnuY8zb
928,Watch a special show on the unresolved mysteries from the House of Horrors in #Burari #Delhi Tonight at 8… https://t.co/aVD7ABhe9V
930,@VijayJollyBJP .@VijayJollyBJP Many thanks Vijay Ji for your best wishes. Looking forward to your support in future.
932,@gupta_rekha .@gupta_rekha Many thanks for your best wishes.
934,@yogrishiramdev .@yogrishiramdev Many thanks for your best wishes. Looking forward to your support in future.
936,Watch a special story on the mystery behind the death of 11 members of a family in #Burari #Delhi Tonight at 8… https://t.co/ER6SrfRPOi
938,"RT @indiatvnews: .@virendersehwag congratulates @RajatSharmaLive after historic victory in #DDCAElections 

Watch Video: https://t.co/awdsq…"
940,I condemn the dastardly and heinous suicide bombing in #Jalalabad #Afghanistan targeting #Sikhs . My thoughts and p… https://t.co/xXjuKVLzvn
942,Watch a special show on religious tension arising out of gangrape incidents Tonight at 8 @indiatvnews https://t.co/ZHcGD8CcOh
944,Nature wreaks havoc from #Kashmir to #Arunachal Pradesh. Watch our special show Tonight at 9.30 @indiatvnews https://t.co/o4D1RTpsu4
946,Watch a special show on the gruesome gangrape of an 8-year-old girl in #Mandsaur #MP Tonight at 8 @indiatvnews https://t.co/b9PDiZoJNi
